"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2005",19.7752864725433,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2006",20.3661382864923,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2007",19.4090369407917,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2008",16.702365431179,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2009",15.8874913543561,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2010",17.2234446889378,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2011",15.8433151416354,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2012",18.7600644122383,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2013",21.1182011546642,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2014",21.0511725896768,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2015",22.0460674350298,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2016",23.7239196750461,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2017",23.2200041899859,
"NZL","GFCFSECTOR","HH","PC_GFCF","A","2018",55.0242421999334,"E"
"DNK","GFCFSECTOR","HH","PC_GFCF","A","1995",24.8304459185645,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","1996",26.5960638706834,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","1997",27.2355355099406,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","1998",25.4574386563033,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","1999",26.4410434113004,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2000",27.874430159748,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2001",26.2819964337175,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2002",26.4260560355934,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2003",28.7731297011759,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2004",28.3699840285879,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2005",31.4916946093876,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2006",33.076463316203,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2007",32.1741810195127,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2008",29.865313104089,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2009",24.0743139947659,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2010",24.4402103498209,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2011",24.2992521380265,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2012",21.6463671670816,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2013",20.1735346117231,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2014",19.5267394327616,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2015",19.7914553595725,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2016",18.725206583597,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2017",20.0631188623996,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2018",20.1551168412571,
"DNK","GFCFSECTOR","HH","PC_GFCF","A","2019",21.2629549853281,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","1995",67.4972812447716,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","1996",67.4110661070689,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","1997",67.3898425917675,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","1998",69.4298863256921,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","1999",69.7166364689459,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2000",68.64439467042,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2001",69.1403144394387,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2002",68.5737369793785,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2003",68.6374641891286,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2004",67.5271135394895,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2005",67.5819647487027,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2006",67.4316657330403,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2007",67.6460459007962,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2008",70.135745793963,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2009",70.3118048346433,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2010",74.5564577820339,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2011",75.0578757647999,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2012",74.7909653057351,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2013",75.1401081360572,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2014",74.0719357149094,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2015",72.2422988477688,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2016",72.4606043887985,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2017",71.9780785387409,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2018",72.5389125935237,
"ZAF","GFCFSECTOR","CORP","PC_GFCF","A","2019",74.1655389387729,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","1995",17.5563996984284,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","1996",17.7212806026365,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","1997",16.6068862088358,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","1998",16.0684018667719,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","1999",16.4183917611568,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2000",16.6273955387999,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2001",17.5819541544056,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2002",19.8245265339731,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2003",20.6056647355068,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2004",19.3475103348106,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2005",18.3310509185978,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2006",18.6106639348261,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2007",16.4540374135038,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2008",17.8746830048693,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2009",20.2632053362178,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2010",21.1949355827734,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2011",20.3069522391479,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2012",20.1681564017795,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2013",20.0541088941495,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2014",19.917384753424,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2015",16.1145457048639,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2016",17.4314452091053,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2017",17.0928902939396,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2018",16.736351388107,
"NLD","GFCFSECTOR","GG","PC_GFCF","A","2019",16.0441860328397,"E"
"GBR","GFCFSECTOR","HH","PC_GFCF","A","1995",21.7965610812503,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","1996",22.0072271570216,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","1997",19.6704801557328,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","1998",18.7916443614247,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","1999",20.0671332041047,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2000",20.6779073207055,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2001",20.4742853487262,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2002",23.1481876787773,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2003",24.3569695830219,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2004",26.8563111934374,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2005",27.144732033093,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2006",27.0758164671632,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2007",26.6015424536144,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2008",24.510142923006,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2009",21.9118959018172,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2010",22.5431205817479,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2011",22.9060528928046,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2012",22.3816286470571,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2013",23.3955223880597,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2014",24.0951876767338,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2015",24.2231875383532,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2016",24.4030598667112,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2017",25.7412047817411,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2018",25.6265590204827,
"GBR","GFCFSECTOR","HH","PC_GFCF","A","2019",25.8294740531204,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","1995",68.7720143858218,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","1996",70.7929839269241,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","1997",70.1765173816459,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","1998",68.291206590424,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","1999",67.4033483563057,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2000",65.0177737056631,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2001",67.9772466105476,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2002",65.6479535025391,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2003",53.126272838795,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2004",62.2108938374063,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2005",61.0655330413987,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2006",60.714836908414,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2007",63.0550263441945,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2008",62.2513683199264,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2009",56.32320431364,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2010",58.2625549230317,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2011",62.9067532517718,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2012",65.4324104462958,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2013",66.1579155768257,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2014",64.5975206117491,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2015",62.8837826938822,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2016",67.3584812619153,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2017",69.6478030983024,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2018",65.7180061615264,
"CZE","GFCFSECTOR","CORP","PC_GFCF","A","2019",64.2942463869869,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","1995",36.6080457785561,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","1996",35.8804091835766,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","1997",35.5579417981914,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","1998",34.7619607535732,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","1999",33.4973033466322,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2000",31.6501265635833,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2001",30.7517859407364,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2002",31.0035473580209,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2003",31.0619956829067,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2004",30.5939741351768,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2005",29.939477795544,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2006",30.0775965192721,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2007",29.6643082403959,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2008",28.8035310524107,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2009",29.86596835529,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2010",29.72495151133,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2011",30.6113894452534,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2012",31.2352005908112,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2013",31.4756032171582,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2014",31.0843496714479,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2015",29.8825094580051,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2016",30.3168793287432,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2017",29.6451014692964,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2018",29.4318106514883,
"DEU","GFCFSECTOR","HH","PC_GFCF","A","2019",29.9440096472394,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","1995",35.8953603398972,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","1996",33.3499183494919,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","1997",32.2882945192993,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","1998",31.760429808771,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","1999",32.7561135772795,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2000",32.3543028215658,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2001",31.8559151974121,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2002",32.1132662541282,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2003",29.8773366387784,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2004",29.5301640240178,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2005",29.4937813440786,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2006",27.9792074505488,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2007",26.0628413440578,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2008",23.316461021882,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2009",22.2222380563642,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2010",22.1432605338902,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2011",22.7489074326641,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2012",23.6174800924365,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2013",21.4041337860249,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2014",21.2991208035788,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2015",20.4475895760975,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2016",21.41640353241,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2017",20.8132314866458,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2018",21.5619093403124,
"PRT","GFCFSECTOR","HH","PC_GFCF","A","2019",21.9617033870801,"E"
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1970",38.5498342898715,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1971",38.8399522245446,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1972",43.0642822619623,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1973",45.3466728711028,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1974",35.8725160169399,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1975",38.1946351734871,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1976",39.7952190913855,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1977",38.9569997468446,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1978",38.3115038661827,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1979",40.0106897715765,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1980",39.3814718934911,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1981",36.5052242909891,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1982",31.2553441110382,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1983",35.0624606812259,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1984",36.6858418206966,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1985",34.4040759055676,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1986",32.9711956793519,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1987",36.5053823105094,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1988",40.7981758144024,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1989",38.6691322291901,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1990",37.1024804241516,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1991",36.6852520404258,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1992",36.864756062494,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1993",38.931714122192,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1994",37.2759856630824,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1995",34.9900969946532,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1996",35.1042125951888,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1997",36.6559637359524,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1998",37.9299417554489,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","1999",40.4958052617493,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2000",38.3125072348099,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2001",40.2633583632604,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2002",41.0464026920062,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2003",42.8100229453484,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2004",41.1691756243724,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2005",38.1789643453718,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2006",37.1253431108043,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2007",34.4646672255727,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2008",31.8736519224197,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2009",31.1315456572177,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2010",31.1564990761662,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2011",26.8572998521746,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2012",26.456789315788,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2013",28.4788506913257,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2014",33.1270935220028,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2015",36.6702521072396,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2016",38.6878535489923,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2017",36.8906368039817,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2018",35.1608992726471,
"AUS","GFCFSECTOR","HH","PC_GFCF","A","2019",33.8883184688584,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1980",50.3425774877651,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1981",52.6489104116223,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1982",51.3677034512143,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1983",52.2151898734177,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1984",52.6861853325753,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1985",54.1419737181139,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1986",55.999755859375,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1987",56.8685538731622,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1988",56.3656550703183,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1989",59.1442505524651,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1990",57.8789450288932,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1991",55.2501667778519,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1992",54.0861812778603,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1993",53.7683543532566,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1994",51.4030838305666,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1995",55.2450128954155,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1996",56.9469660774009,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1997",54.6768060836502,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1998",55.3836379265239,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","1999",54.2250307179217,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2000",56.8308963763509,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2001",59.9413613831459,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2002",56.6810076069335,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2003",54.174733785092,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2004",52.8045053203532,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2005",53.7212198288424,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2006",53.8060877077087,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2007",56.0192651834832,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2008",58.6743164575584,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2009",56.6898370086289,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2010",53.226536985387,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2011",52.1795444394819,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2012",51.8331716779825,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2013",50.2790935574977,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2014",50.6381541924592,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2015",53.4304877777035,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2016",52.267857864737,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2017",52.7132369635965,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2018",52.652684623301,
"FIN","GFCFSECTOR","CORP","PC_GFCF","A","2019",51.7396750287046,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1970",14.1055694770027,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1971",14.3475664377426,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1972",14.8449906787268,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1973",13.9657980456026,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1974",18.2918883700728,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1975",18.8730202325368,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1976",17.2007900995687,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1977",16.2887418176558,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1978",14.672557992741,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1979",13.5281872397885,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1980",11.9175295857988,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1981",11.0083274412758,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1982",13.1519815466603,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1983",14.5861418172014,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1984",14.711429649189,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1985",14.6539158390889,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1986",14.6646997049557,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1987",12.3105093774276,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1988",10.8164365934659,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1989",11.7578746136392,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1990",13.3889983241702,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1991",14.3755624747856,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1992",14.3841656282948,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1993",13.467591930176,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1994",12.6621341434013,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1995",12.3493999483321,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1996",12.3836996405431,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1997",11.0761841803489,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1998",11.3523003111869,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","1999",11.5951641242248,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2000",12.9720903879077,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2001",12.2243987376211,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2002",11.0065388218649,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2003",10.1780871923237,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2004",10.519620275952,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2005",10.6855883877657,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2006",10.8696162186257,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2007",11.3632197792622,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2008",12.2485144220966,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2009",15.6511478832092,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2010",14.5930525528698,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2011",13.3589920641095,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2012",11.7786147534089,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2013",11.9009945224477,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2014",12.0187541987889,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2015",12.7824129380464,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2016",14.8360290703734,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2017",15.4461627338577,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2018",16.730659025788,
"AUS","GFCFSECTOR","GG","PC_GFCF","A","2019",18.0713539534582,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2003",53.8185415749156,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2004",57.3326344368871,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2005",56.1798330789576,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2006",56.4046112794859,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2007",57.4248851268974,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2008",55.8514631488609,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2009",55.032097193583,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2010",57.3175929436739,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2011",59.9768477981815,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2012",61.7261640187221,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2013",60.5338838022852,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2014",62.2283350512008,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2015",65.0724961554543,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2016",64.7500785426185,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2017",65.4260544212675,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2018",66.8202780122206,
"MEX","GFCFSECTOR","CORP","PC_GFCF","A","2019",66.2465407071238,
